,Season,Name,Salary,Pos,Age,Team,GP,GS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,GS/GP,MPG,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PFPG,PPG,FGPG,FGAPG,3PPG,3PAPG,2PPG,2PAPG,FTPG,FTAPG,Cap,% of Cap
3649,2001.0,Walt Williams,5000000.0,3.0,30.0,HOU,72.0,31.0,12.6,0.527,0.483,0.24600000000000002,2.3,15.3,9.0,10.0,1.0,1.2,11.4,18.7,1.8,1.2,3.0,0.09,0.2,-1.2,-0.9,0.4,0.39399999999999996,0.395,0.392,0.489,0.77,0.4305555555555556,21.98611111111111,0.4305555555555556,2.9722222222222223,3.4027777777777777,1.3472222222222223,0.4166666666666667,0.3888888888888889,1.0138888888888888,2.125,8.319444444444445,2.8055555555555554,7.125,1.3611111111111112,3.4444444444444446,1.4444444444444444,3.6805555555555554,1.3472222222222223,1.75,42500000,11.76470588235294
3650,2001.0,Walter McCarty,3125000.0,4.0,26.0,BOS,60.0,3.0,9.2,0.474,0.444,0.222,5.6,14.5,9.9,13.5,1.5,1.1,12.6,15.0,0.3,0.4,0.7,0.067,-2.1,-1.2,-3.2,-0.1,0.35700000000000004,0.33899999999999997,0.371,0.433,0.7859999999999999,0.05,7.966666666666667,0.4,0.95,1.35,0.65,0.23333333333333334,0.11666666666666667,0.3333333333333333,1.3666666666666667,2.183333333333333,0.75,2.1,0.31666666666666665,0.9333333333333333,0.43333333333333335,1.1666666666666667,0.36666666666666664,0.4666666666666667,42500000,7.352941176470589
3652,2001.0,Wesley Person,6300000.0,2.0,29.0,CLE,44.0,22.0,11.6,0.514,0.28800000000000003,0.10300000000000001,1.3,14.4,7.9,11.2,1.5,0.8,11.6,16.3,0.6,0.6,1.2,0.061,-1.0,-0.8,-1.8,0.1,0.43799999999999994,0.405,0.452,0.49700000000000005,0.8,0.5,21.772727272727273,0.25,2.7045454545454546,2.9545454545454546,1.4545454545454546,0.6136363636363636,0.25,0.9090909090909091,1.4090909090909092,7.136363636363637,2.909090909090909,6.636363636363637,0.7727272727272727,1.9090909090909092,2.1363636363636362,4.7272727272727275,0.5454545454545454,0.6818181818181818,42500000,14.823529411764705
3654,2001.0,William Avery,1375920.0,1.0,21.0,MIN,55.0,0.0,9.0,0.48200000000000004,0.41,0.25,1.2,6.0,3.6,24.0,1.5,0.6,22.0,20.0,-0.2,0.2,0.0,-0.003,-3.0,-3.7,-6.7,-0.5,0.382,0.271,0.45899999999999996,0.43799999999999994,0.778,0.0,8.418181818181818,0.09090909090909091,0.43636363636363634,0.5272727272727272,1.3636363636363635,0.23636363636363636,0.07272727272727272,0.8181818181818182,0.8727272727272727,2.8,1.0,2.618181818181818,0.2909090909090909,1.0727272727272728,0.7090909090909091,1.5454545454545454,0.509090909090909,0.6545454545454545,42500000,3.237458823529412
3657,2001.0,Zydrunas Ilgauskas,11250000.0,5.0,25.0,CLE,24.0,24.0,16.0,0.524,0.009000000000000001,0.33299999999999996,12.3,17.8,15.0,5.4,1.3,4.4,18.3,24.1,0.1,0.7,0.7,0.055999999999999994,-2.1,0.0,-2.1,0.0,0.48700000000000004,0.0,0.491,0.48700000000000004,0.679,1.0,25.666666666666668,2.7083333333333335,3.9583333333333335,6.666666666666667,0.75,0.625,1.5416666666666667,2.5,3.25,11.708333333333334,4.75,9.75,0.0,0.08333333333333333,4.75,9.666666666666666,2.2083333333333335,3.25,42500000,26.47058823529412
3658,2002.0,A.J. Guyton,18748.0,1.0,23.0,CHI,45.0,6.0,11.8,0.47700000000000004,0.504,0.111,2.3,6.3,4.2,23.6,0.9,0.9,12.6,22.2,0.0,0.0,0.1,0.006,-0.3,-4.4,-4.7,-0.4,0.361,0.374,0.34700000000000003,0.455,0.815,0.13333333333333333,13.488888888888889,0.26666666666666666,0.7111111111111111,0.9777777777777777,1.8,0.2222222222222222,0.15555555555555556,0.8222222222222222,0.5111111111111111,5.4222222222222225,1.9555555555555555,5.4222222222222225,1.0222222222222221,2.7333333333333334,0.9333333333333333,2.688888888888889,0.4888888888888889,0.6,40271000,0.04655459263489856
3660,2002.0,Aaron Williams,2700000.0,4.0,30.0,BRK,82.0,13.0,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,2.4,2.5,5.0,0.154,-1.3,1.3,0.1,0.8,0.526,0.0,0.529,0.526,0.6990000000000001,0.15853658536585366,18.853658536585368,1.4024390243902438,2.731707317073171,4.134146341463414,0.9390243902439024,0.35365853658536583,0.926829268292683,0.9634146341463414,2.5853658536585367,7.219512195121951,2.817073170731707,5.353658536585366,0.0,0.024390243902439025,2.817073170731707,5.329268292682927,1.5853658536585367,2.268292682926829,40271000,6.704576494251446
3661,2002.0,Adonal Foyle,4400000.0,5.0,26.0,GSW,79.0,36.0,12.5,0.445,0.0,0.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.039,-3.9,2.7,-1.2,0.3,0.444,0.0,0.444,0.444,0.39799999999999996,0.45569620253164556,18.79746835443038,1.8987341772151898,2.962025316455696,4.860759493670886,0.5189873417721519,0.45569620253164556,2.1265822784810124,0.9620253164556962,2.2658227848101267,4.7974683544303796,2.1645569620253164,4.8734177215189876,0.0,0.0,2.1645569620253164,4.8734177215189876,0.46835443037974683,1.1772151898734178,40271000,10.925976509150505
3662,2002.0,Adrian Griffin,637435.0,2.0,27.0,DAL,58.0,34.0,14.2,0.545,0.15,0.136,5.6,12.7,9.2,11.3,2.8,0.6,9.9,13.8,2.3,1.2,3.5,0.121,1.1,1.3,2.4,1.5,0.499,0.29600000000000004,0.534,0.521,0.8370000000000001,0.5862068965517241,23.844827586206897,1.1724137931034482,2.7758620689655173,3.9482758620689653,1.8275862068965518,1.293103448275862,0.20689655172413793,0.7241379310344828,2.4482758620689653,7.155172413793103,3.086206896551724,6.189655172413793,0.27586206896551724,0.9310344827586207,2.810344827586207,5.258620689655173,0.7068965517241379,0.8448275862068966,40271000,1.5828635991159892
3663,2002.0,Al Harrington,5060000.0,4.0,21.0,IND,44.0,1.0,14.3,0.526,0.006,0.298,8.5,15.1,11.9,7.3,1.6,1.1,12.5,21.6,1.2,1.4,2.6,0.094,-1.0,-0.2,-1.2,0.3,0.475,0.33299999999999996,0.47600000000000003,0.47600000000000003,0.799,0.022727272727272728,29.84090909090909,2.1818181818181817,4.090909090909091,6.2727272727272725,1.2272727272727273,0.9318181818181818,0.4772727272727273,1.7727272727272727,3.772727272727273,13.090909090909092,5.2272727272727275,11.0,0.022727272727272728,0.06818181818181818,5.204545454545454,10.931818181818182,2.6136363636363638,3.272727272727273,40271000,12.564872985523081
3664,2002.0,Alan Henderson,7091250.0,4.0,29.0,ATL,26.0,1.0,13.4,0.527,0.009000000000000001,0.38799999999999996,8.4,17.9,13.1,4.4,1.4,2.6,13.4,16.8,0.3,0.4,0.7,0.07400000000000001,-3.0,-0.3,-3.3,-0.1,0.509,1.0,0.504,0.513,0.5329999999999999,0.038461538461538464,16.23076923076923,1.1923076923076923,2.5384615384615383,3.730769230769231,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.8076923076923077,1.5384615384615385,5.5,2.269230769230769,4.461538461538462,0.038461538461538464,0.038461538461538464,2.230769230769231,4.423076923076923,0.9230769230769231,1.7307692307692308,40271000,17.60882520920762
3665,2002.0,Allan Houston,14343750.0,2.0,30.0,NYK,77.0,77.0,15.2,0.54,0.266,0.261,1.5,8.6,5.0,12.6,1.0,0.3,10.5,25.9,3.6,1.1,4.7,0.077,1.5,-2.1,-0.7,1.0,0.43700000000000006,0.39299999999999996,0.452,0.489,0.87,1.0,37.84415584415584,0.4805194805194805,2.792207792207792,3.272727272727273,2.4675324675324677,0.7012987012987013,0.12987012987012986,2.207792207792208,2.3636363636363638,20.350649350649352,7.376623376623376,16.896103896103895,1.7662337662337662,4.4935064935064934,5.6103896103896105,12.402597402597403,3.831168831168831,4.402597402597403,40271000,35.61806262571081
3667,2002.0,Alonzo Mourning,20629800.0,5.0,31.0,MIA,75.0,74.0,18.9,0.5579999999999999,0.003,0.498,8.7,21.3,15.0,6.8,0.6,5.8,14.7,24.1,2.6,4.8,7.4,0.145,-1.3,2.5,1.1,1.9,0.516,0.33299999999999996,0.517,0.517,0.657,0.9866666666666667,32.733333333333334,2.4266666666666667,6.0,8.426666666666666,1.16,0.36,2.48,2.4266666666666667,3.44,15.706666666666667,5.96,11.546666666666667,0.013333333333333334,0.04,5.946666666666666,11.506666666666666,3.7733333333333334,5.746666666666667,40271000,51.227434133743884
3668,2002.0,Alton Ford,512435.0,4.0,20.0,PHO,53.0,0.0,10.0,0.573,0.0,0.483,7.9,19.0,13.4,2.4,0.7,1.1,18.3,17.3,0.3,0.5,0.8,0.083,-4.3,-2.1,-6.4,-0.5,0.517,0.0,0.517,0.517,0.737,0.0,8.528301886792454,0.6037735849056604,1.4150943396226414,2.018867924528302,0.1320754716981132,0.11320754716981132,0.1320754716981132,0.6037735849056604,1.8679245283018868,3.0943396226415096,1.150943396226415,2.2264150943396226,0.0,0.0,1.150943396226415,2.2264150943396226,0.7924528301886793,1.0754716981132075,40271000,1.2724665391969407
3670,2002.0,Alvin Williams,5350000.0,1.0,27.0,TOR,82.0,82.0,13.8,0.47,0.19899999999999998,0.14400000000000002,2.2,9.0,5.5,26.6,2.5,0.7,12.7,18.4,2.2,3.1,5.2,0.086,0.1,0.1,0.2,1.7,0.415,0.321,0.43799999999999994,0.447,0.736,1.0,35.69512195121951,0.7073170731707317,2.7195121951219514,3.426829268292683,5.7073170731707314,1.646341463414634,0.3170731707317073,1.829268292682927,2.3292682926829267,11.841463414634147,4.914634146341464,11.841463414634147,0.7560975609756098,2.3536585365853657,4.158536585365853,9.487804878048781,1.2560975609756098,1.7073170731707317,40271000,13.284994164535274
3671,2002.0,Amal McCaskill,699935.0,5.0,28.0,SAS,27.0,0.0,10.2,0.43,0.0,0.531,12.4,14.5,13.5,4.3,2.1,4.6,18.8,22.6,-0.3,0.3,0.0,0.01,-6.2,1.4,-4.8,-0.1,0.408,0.0,0.408,0.408,0.462,0.0,5.666666666666667,0.5925925925925926,0.7407407407407407,1.3333333333333333,0.14814814814814814,0.2222222222222222,0.37037037037037035,0.5185185185185185,0.8518518518518519,1.9259259259259258,0.7407407407407407,1.8148148148148149,0.0,0.0,0.7407407407407407,1.8148148148148149,0.4444444444444444,0.9629629629629629,40271000,1.7380621290755134
3672,2002.0,Andre Miller,2460709.0,1.0,25.0,CLE,81.0,81.0,21.8,0.5379999999999999,0.083,0.428,4.2,10.4,7.4,49.8,2.2,0.8,16.5,22.6,8.7,1.5,10.3,0.163,4.7,-1.3,3.4,4.1,0.45399999999999996,0.253,0.47200000000000003,0.46399999999999997,0.8170000000000001,1.0,37.32098765432099,1.3333333333333333,3.345679012345679,4.679012345679013,10.88888888888889,1.5555555555555556,0.41975308641975306,3.0246913580246915,2.814814814814815,16.48148148148148,5.851851851851852,12.901234567901234,0.2716049382716049,1.0740740740740742,5.580246913580247,11.82716049382716,4.506172839506172,5.518518518518518,40271000,6.110374711330734
3673,2002.0,Andrei Kirilenko,893400.0,3.0,20.0,UTA,82.0,40.0,18.8,0.5529999999999999,0.158,0.586,8.3,14.2,11.2,7.4,2.9,5.9,11.9,19.0,4.0,3.3,7.3,0.16399999999999998,0.8,3.0,3.8,3.2,0.45,0.25,0.488,0.47,0.768,0.4878048780487805,26.23170731707317,1.8170731707317074,3.0853658536585367,4.902439024390244,1.146341463414634,1.4146341463414633,1.9390243902439024,1.3170731707317074,1.9024390243902438,10.731707317073171,3.475609756097561,7.719512195121951,0.3048780487804878,1.2195121951219512,3.1707317073170733,6.5,3.475609756097561,4.524390243902439,40271000,2.218469866653423
3674,2002.0,Andrew DeClercq,3262500.0,5.0,28.0,ORL,61.0,14.0,10.1,0.474,0.0,0.336,13.0,15.8,14.4,5.2,1.9,2.7,16.6,14.5,0.2,0.8,1.0,0.073,-3.2,0.7,-2.4,-0.1,0.45,0.0,0.45,0.45,0.56,0.22950819672131148,10.37704918032787,1.2131147540983607,1.459016393442623,2.6721311475409837,0.36065573770491804,0.3770491803278688,0.39344262295081966,0.5573770491803278,2.1311475409836067,2.6557377049180326,1.098360655737705,2.442622950819672,0.0,0.0,1.098360655737705,2.442622950819672,0.45901639344262296,0.819672131147541,40271000,8.101363263887164
3675,2002.0,Anfernee Hardaway,12375000.0,2.0,30.0,PHO,80.0,55.0,13.9,0.47200000000000003,0.08900000000000001,0.209,4.4,11.7,8.0,21.1,2.6,0.9,15.7,21.9,0.1,2.8,2.9,0.055999999999999994,-1.2,1.1,0.0,1.2,0.418,0.27699999999999997,0.43200000000000005,0.43,0.81,0.6875,30.775,1.225,3.15,4.375,4.05,1.525,0.4,2.3625,2.3,11.9875,4.8625,11.6375,0.2875,1.0375,4.575,10.6,1.975,2.4375,40271000,30.729308931985795
3677,2002.0,Antawn Jamison,10067750.0,3.0,25.0,GSW,82.0,82.0,17.1,0.516,0.153,0.32,7.3,12.5,9.8,9.6,1.2,1.0,9.3,24.0,5.6,0.8,6.4,0.10099999999999999,1.8,-2.0,-0.2,1.4,0.447,0.324,0.469,0.47100000000000003,0.7340000000000001,1.0,36.98780487804878,2.573170731707317,4.2073170731707314,6.780487804878049,1.9634146341463414,0.8536585365853658,0.5487804878048781,1.9634146341463414,2.2804878048780486,19.74390243902439,7.487804878048781,16.76829268292683,0.8292682926829268,2.5609756097560976,6.658536585365853,14.207317073170731,3.9390243902439024,5.365853658536586,40271000,25.0
3678,2002.0,Anthony Carter,3656250.0,1.0,26.0,MIA,46.0,18.0,8.9,0.359,0.073,0.138,2.1,10.8,6.5,33.0,2.6,0.2,20.7,15.8,-1.4,1.6,0.2,0.008,-4.6,0.7,-3.8,-0.5,0.342,0.053,0.365,0.344,0.528,0.391304347826087,22.82608695652174,0.41304347826086957,2.130434782608696,2.5434782608695654,4.6521739130434785,1.0869565217391304,0.06521739130434782,1.565217391304348,1.8478260869565217,4.304347826086956,1.934782608695652,5.6521739130434785,0.021739130434782608,0.41304347826086957,1.9130434782608696,5.239130434782608,0.41304347826086957,0.782608695652174,40271000,9.079114002632167
3679,2002.0,Anthony Johnson,699935.0,2.0,27.0,BRK,34.0,0.0,11.8,0.465,0.133,0.278,3.0,5.9,4.4,19.7,4.4,0.2,16.5,14.8,0.0,0.7,0.7,0.092,-2.5,1.0,-1.4,0.1,0.41100000000000003,0.33299999999999996,0.423,0.433,0.64,0.0,10.764705882352942,0.29411764705882354,0.5588235294117647,0.8529411764705882,1.411764705882353,0.9117647058823529,0.029411764705882353,0.5882352941176471,0.8823529411764706,2.764705882352941,1.088235294117647,2.6470588235294117,0.11764705882352941,0.35294117647058826,0.9705882352941176,2.2941176470588234,0.47058823529411764,0.7352941176470589,40271000,1.7380621290755134
3680,2002.0,Anthony Mason,4370819.0,4.0,35.0,MIL,82.0,82.0,12.9,0.544,0.002,0.353,4.8,18.3,11.9,16.6,1.0,0.5,15.2,12.7,4.4,2.0,6.4,0.09699999999999999,-0.5,0.8,0.3,1.8,0.505,1.0,0.504,0.506,0.6970000000000001,1.0,38.329268292682926,1.5121951219512195,6.365853658536586,7.878048780487805,4.219512195121951,0.6951219512195121,0.2682926829268293,1.5853658536585367,2.2804878048780486,9.597560975609756,3.8536585365853657,7.634146341463414,0.012195121951219513,0.012195121951219513,3.841463414634146,7.621951219512195,1.8780487804878048,2.6951219512195124,40271000,10.853514936306523
3681,2002.0,Anthony Peeler,3350812.0,2.0,32.0,MIN,82.0,0.0,12.2,0.519,0.414,0.085,2.1,9.4,5.8,13.0,1.6,0.4,9.7,17.3,2.4,1.3,3.8,0.087,0.9,-1.2,-0.3,0.9,0.42100000000000004,0.392,0.441,0.502,0.862,0.0,25.121951219512194,0.45121951219512196,2.0609756097560976,2.5121951219512195,2.158536585365854,0.7439024390243902,0.13414634146341464,0.926829268292683,1.670731707317073,8.987804878048781,3.5121951219512195,8.341463414634147,1.353658536585366,3.451219512195122,2.158536585365854,4.890243902439025,0.6097560975609756,0.7073170731707317,40271000,8.320657545131732
3682,2002.0,Antoine Walker,12375000.0,4.0,25.0,BOS,81.0,81.0,17.1,0.49,0.382,0.192,4.7,18.6,11.5,22.8,1.9,0.9,12.1,27.8,1.5,5.2,6.7,0.094,1.8,1.2,3.0,4.3,0.39399999999999996,0.344,0.425,0.46,0.741,1.0,42.04938271604938,1.8518518518518519,6.962962962962963,8.814814814814815,5.0246913580246915,1.5061728395061729,0.4691358024691358,3.0987654320987654,2.925925925925926,22.14814814814815,8.222222222222221,20.85185185185185,2.740740740740741,7.962962962962963,5.481481481481482,12.88888888888889,2.962962962962963,4.0,40271000,30.729308931985795
3683,2002.0,Antonio Daniels,3375000.0,2.0,26.0,SAS,82.0,13.0,13.4,0.534,0.32,0.34299999999999997,1.3,7.8,4.7,17.2,1.2,0.4,9.0,16.6,3.7,2.3,5.9,0.131,0.8,-0.7,0.2,1.2,0.44,0.29100000000000004,0.51,0.486,0.752,0.15853658536585366,26.524390243902438,0.2804878048780488,1.8658536585365855,2.1463414634146343,2.7804878048780486,0.5853658536585366,0.14634146341463414,0.8536585365853658,1.2682926829268293,9.182926829268293,3.2804878048780486,7.463414634146342,0.6951219512195121,2.3902439024390243,2.5853658536585367,5.073170731707317,1.9268292682926829,2.5609756097560976,40271000,8.380720617814308
3684,2002.0,Antonio Davis,12000000.0,4.0,33.0,TOR,77.0,77.0,14.8,0.49700000000000005,0.001,0.37200000000000005,9.5,19.4,14.3,8.7,1.0,2.1,12.4,19.6,3.0,3.6,6.5,0.105,-1.2,1.1,-0.1,1.4,0.426,0.0,0.426,0.426,0.818,1.0,38.675324675324674,3.2987012987012987,6.311688311688312,9.61038961038961,2.012987012987013,0.7012987012987013,1.077922077922078,2.064935064935065,2.9220779220779223,14.454545454545455,5.324675324675325,12.506493506493506,0.0,0.012987012987012988,5.324675324675325,12.493506493506494,3.8051948051948052,4.64935064935065,40271000,29.798117752228652
3688,2002.0,Art Long,193424.0,4.0,29.0,OKC,63.0,27.0,10.7,0.506,0.0,0.348,13.0,16.9,15.0,6.2,1.2,2.1,18.3,16.2,0.4,0.9,1.4,0.066,-2.5,-0.1,-2.6,-0.1,0.49200000000000005,0.0,0.49200000000000005,0.49200000000000005,0.529,0.42857142857142855,15.698412698412698,1.6984126984126984,2.2857142857142856,3.984126984126984,0.6507936507936508,0.3492063492063492,0.4444444444444444,1.0,2.857142857142857,4.523809523809524,1.9047619047619047,3.873015873015873,0.0,0.0,1.9047619047619047,3.873015873015873,0.7142857142857143,1.3492063492063493,40271000,0.48030592734225624
3689,2002.0,Austin Croshere,6960000.0,4.0,26.0,IND,76.0,1.0,14.3,0.518,0.324,0.254,6.7,18.8,12.9,10.1,1.1,1.6,11.9,19.9,1.2,1.4,2.6,0.098,-0.6,-0.5,-1.1,0.3,0.413,0.33799999999999997,0.449,0.46799999999999997,0.851,0.013157894736842105,16.92105263157895,0.9736842105263158,2.8947368421052633,3.8684210526315788,1.013157894736842,0.34210526315789475,0.3815789473684211,0.881578947368421,1.394736842105263,6.7894736842105265,2.4342105263157894,5.894736842105263,0.6447368421052632,1.9078947368421053,1.7894736842105263,3.986842105263158,1.2763157894736843,1.5,40271000,17.282908296292618
3691,2002.0,Avery Johnson,4991800.0,1.0,36.0,DEN,51.0,13.0,17.3,0.5379999999999999,0.013000000000000001,0.381,1.3,5.0,3.0,37.0,1.5,0.5,13.0,19.2,2.7,0.1,2.8,0.114,0.5,-4.2,-3.7,-0.5,0.486,0.0,0.49200000000000005,0.486,0.747,0.2549019607843137,23.529411764705884,0.27450980392156865,0.9803921568627451,1.2549019607843137,5.0588235294117645,0.6862745098039216,0.1568627450980392,1.3137254901960784,1.3529411764705883,9.431372549019608,3.6470588235294117,7.509803921568627,0.0,0.09803921568627451,3.6470588235294117,7.411764705882353,2.1372549019607843,2.8627450980392157,40271000,12.395520349631248
3692,2002.0,Avery Johnson,4991800.0,1.0,36.0,DAL,17.0,0.0,11.8,0.478,0.0,0.34700000000000003,0.0,3.6,1.8,27.6,1.7,0.5,13.7,19.5,0.1,0.0,0.1,0.044000000000000004,-3.1,-4.5,-7.6,-0.2,0.429,0.0,0.429,0.429,0.706,0.0,8.941176470588236,0.0,0.29411764705882354,0.29411764705882354,1.6470588235294117,0.29411764705882354,0.058823529411764705,0.5294117647058824,1.0,3.176470588235294,1.2352941176470589,2.8823529411764706,0.0,0.0,1.2352941176470589,2.8823529411764706,0.7058823529411765,1.0,40271000,12.395520349631248
3693,2002.0,Baron Davis,3942922.0,1.0,22.0,NOP,82.0,82.0,18.2,0.498,0.35600000000000004,0.252,3.2,8.8,6.0,37.3,2.8,1.0,14.2,23.9,4.4,3.8,8.2,0.11800000000000001,4.1,0.1,4.2,5.2,0.41700000000000004,0.35600000000000004,0.451,0.48,0.58,1.0,40.46341463414634,1.1341463414634145,3.1219512195121952,4.2560975609756095,8.512195121951219,2.097560975609756,0.573170731707317,3.0,2.9390243902439024,18.097560975609756,6.817073170731708,16.353658536585368,2.073170731707317,5.829268292682927,4.7439024390243905,10.524390243902438,2.3902439024390243,4.121951219512195,40271000,9.790971170321075
3694,2002.0,Ben Wallace,5200000.0,5.0,27.0,DET,80.0,80.0,18.6,0.522,0.006,0.488,12.9,28.9,21.0,6.2,2.5,6.7,10.7,10.5,4.3,7.2,11.6,0.19,-0.6,6.5,5.9,5.9,0.531,0.0,0.535,0.531,0.423,1.0,36.5125,3.975,9.0125,12.9875,1.4375,1.725,3.475,0.875,2.225,7.6125,3.1875,6.0,0.0,0.0375,3.1875,5.9625,1.2375,2.925,40271000,12.912517692632417
3695,2002.0,Bimbo Coles,2400000.0,1.0,33.0,CLE,47.0,1.0,8.8,0.45899999999999996,0.13699999999999998,0.253,2.1,7.2,4.7,23.3,1.0,0.4,16.0,12.8,0.4,0.0,0.4,0.027000000000000003,-2.8,-2.9,-5.7,-0.7,0.384,0.2,0.413,0.397,0.892,0.02127659574468085,14.74468085106383,0.2553191489361702,0.9148936170212766,1.1702127659574468,2.276595744680851,0.2765957446808511,0.0851063829787234,0.6595744680851063,1.2553191489361701,3.1702127659574466,1.1914893617021276,3.106382978723404,0.0851063829787234,0.425531914893617,1.1063829787234043,2.6808510638297873,0.7021276595744681,0.7872340425531915,40271000,5.95962355044573
3698,2002.0,Bo Outlaw,6585000.0,4.0,30.0,PHO,73.0,36.0,11.4,0.5429999999999999,0.006999999999999999,0.302,8.3,13.2,10.7,9.9,1.8,3.4,21.3,10.1,1.0,2.2,3.2,0.087,-1.7,3.5,1.8,1.7,0.55,0.5,0.551,0.552,0.41700000000000004,0.4931506849315068,24.21917808219178,1.8082191780821917,2.780821917808219,4.589041095890411,1.6712328767123288,0.8356164383561644,1.1369863013698631,1.1643835616438356,2.493150684931507,4.684931506849315,2.095890410958904,3.808219178082192,0.0136986301369863,0.0273972602739726,2.0821917808219177,3.780821917808219,0.4794520547945205,1.1506849315068493,40271000,16.35171711653547
3699,2002.0,Bob Sura,5639999.0,1.0,28.0,GSW,78.0,5.0,17.1,0.53,0.225,0.556,5.2,10.3,7.7,25.0,2.5,0.6,15.3,20.5,3.2,0.9,4.1,0.111,2.1,-1.1,1.0,1.4,0.424,0.316,0.455,0.45899999999999996,0.72,0.0641025641025641,22.82051282051282,1.141025641025641,2.141025641025641,3.282051282051282,3.5256410256410255,1.1282051282051282,0.21794871794871795,1.705128205128205,2.051282051282051,9.974358974358974,3.2051282051282053,7.564102564102564,0.5384615384615384,1.705128205128205,2.6666666666666665,5.858974358974359,3.0256410256410255,4.205128205128205,40271000,14.005112860370986
3700,2002.0,Bobby Jackson,2700000.0,1.0,28.0,SAC,81.0,3.0,17.3,0.537,0.29,0.244,5.1,10.1,7.7,14.7,2.1,0.4,10.0,23.1,3.2,2.2,5.4,0.14800000000000002,2.0,-0.7,1.3,1.5,0.44299999999999995,0.361,0.47700000000000004,0.495,0.81,0.037037037037037035,21.604938271604937,1.0123456790123457,2.0864197530864197,3.0987654320987654,2.0246913580246915,0.9012345679012346,0.13580246913580246,1.1481481481481481,1.7901234567901234,11.061728395061728,4.1234567901234565,9.308641975308642,0.9753086419753086,2.7037037037037037,3.1481481481481484,6.604938271604938,1.8395061728395061,2.271604938271605,40271000,6.704576494251446
3701,2002.0,Bobby Simmons,512435.0,3.0,21.0,WAS,30.0,3.0,13.2,0.518,0.147,0.316,8.4,9.3,8.8,8.0,2.1,1.1,11.5,16.4,0.4,0.2,0.7,0.092,-0.4,-0.6,-0.9,0.1,0.45299999999999996,0.28600000000000003,0.48100000000000004,0.474,0.733,0.1,11.433333333333334,0.8333333333333334,0.9,1.7333333333333334,0.5666666666666667,0.43333333333333335,0.16666666666666666,0.4666666666666667,1.0333333333333334,3.7333333333333334,1.4333333333333333,3.1666666666666665,0.13333333333333333,0.4666666666666667,1.3,2.7,0.7333333333333333,1.0,40271000,1.2724665391969407
3702,2002.0,Bonzi Wells,6300000.0,2.0,25.0,POR,74.0,69.0,18.4,0.5379999999999999,0.166,0.27899999999999997,6.0,16.4,11.1,15.8,2.6,0.8,14.1,26.4,3.0,3.0,6.0,0.122,1.6,0.5,2.0,2.4,0.469,0.384,0.486,0.5,0.741,0.9324324324324325,31.72972972972973,1.635135135135135,4.364864864864865,6.0,2.7567567567567566,1.527027027027027,0.33783783783783783,2.581081081081081,2.810810810810811,16.95945945945946,6.581081081081081,14.04054054054054,0.8918918918918919,2.324324324324324,5.6891891891891895,11.716216216216216,2.9054054054054053,3.918918918918919,40271000,15.644011819920042
3704,2002.0,Brad Miller,4800000.0,5.0,25.0,CHI,48.0,47.0,19.6,0.54,0.009000000000000001,0.56,14.4,19.4,16.8,13.0,2.0,1.5,11.6,21.1,3.1,1.3,4.4,0.152,2.0,0.6,2.6,1.6,0.46,0.5,0.46,0.462,0.7509999999999999,0.9791666666666666,28.979166666666668,3.6666666666666665,4.6875,8.354166666666666,2.1041666666666665,1.0833333333333333,0.6041666666666666,1.5416666666666667,3.25,12.666666666666666,4.333333333333333,9.416666666666666,0.041666666666666664,0.08333333333333333,4.291666666666667,9.333333333333334,3.9583333333333335,5.270833333333333,40271000,11.91924710089146
3705,2002.0,Brad Miller,4800000.0,5.0,25.0,IND,28.0,28.0,20.8,0.627,0.011000000000000001,0.46299999999999997,10.1,18.2,14.2,10.5,1.4,1.0,10.8,19.7,2.9,1.0,3.9,0.214,3.0,0.4,3.3,1.2,0.562,0.33299999999999996,0.565,0.564,0.823,1.0,31.142857142857142,2.7142857142857144,5.142857142857143,7.857142857142857,1.8214285714285714,0.8571428571428571,0.42857142857142855,1.4642857142857142,3.142857142857143,15.142857142857142,5.642857142857143,10.035714285714286,0.03571428571428571,0.10714285714285714,5.607142857142857,9.928571428571429,3.8214285714285716,4.642857142857143,40271000,11.91924710089146
3706,2002.0,Brandon Armstrong,930720.0,2.0,21.0,BRK,35.0,0.0,3.8,0.358,0.2,0.11800000000000001,5.7,3.5,4.6,6.5,1.9,0.4,8.2,22.3,-0.4,0.2,-0.2,-0.054000000000000006,-5.9,-2.8,-8.7,-0.3,0.318,0.294,0.324,0.34700000000000003,0.5,0.0,5.6,0.2857142857142857,0.17142857142857143,0.45714285714285713,0.22857142857142856,0.2,0.02857142857142857,0.22857142857142856,0.7428571428571429,1.8285714285714285,0.7714285714285715,2.4285714285714284,0.14285714285714285,0.4857142857142857,0.6285714285714286,1.9428571428571428,0.14285714285714285,0.2857142857142857,40271000,2.311142012862854
