,Season,Name,Salary,Pos,Age,Team,GP,GS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,GS/GP,MPG,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PFPG,PPG,FGPG,FGAPG,3PPG,3PAPG,2PPG,2PAPG,FTPG,FTAPG,Cap,% of Cap
3707,2002.0,Brendan Haywood,1051920.0,5.0,22.0,WAS,62.0,2.0,13.7,0.54,0.0,0.7240000000000001,13.0,16.6,14.8,3.5,0.9,5.3,14.6,12.4,1.7,1.4,3.1,0.11599999999999999,-1.3,1.9,0.6,0.8,0.493,0.0,0.493,0.493,0.606,0.03225806451612903,20.419354838709676,2.306451612903226,2.8870967741935485,5.193548387096774,0.46774193548387094,0.3387096774193548,1.467741935483871,0.8064516129032258,2.5483870967741935,5.080645161290323,1.7580645161290323,3.564516129032258,0.0,0.0,1.7580645161290323,3.564516129032258,1.564516129032258,2.5806451612903225,40271000,2.6121030021603637
3708,2002.0,Brent Barry,5040000.0,2.0,30.0,OKC,81.0,81.0,19.3,0.652,0.49,0.29600000000000004,2.3,14.6,8.6,21.3,2.6,0.9,15.6,16.2,8.8,3.3,12.1,0.191,4.7,1.1,5.8,6.0,0.508,0.424,0.588,0.611,0.846,1.0,37.53086419753087,0.7160493827160493,4.728395061728395,5.444444444444445,5.2592592592592595,1.8148148148148149,0.4567901234567901,2.037037037037037,2.246913580246914,14.37037037037037,4.950617283950617,9.753086419753087,2.0246913580246915,4.777777777777778,2.925925925925926,4.9753086419753085,2.4444444444444446,2.888888888888889,40271000,12.515209455936033
3709,2002.0,Brent Price,4048000.0,1.0,33.0,SAC,20.0,0.0,6.6,0.474,0.556,0.48100000000000004,4.9,4.7,4.8,13.9,1.7,0.7,23.4,20.9,-0.1,0.1,0.0,-0.009000000000000001,-3.1,-2.0,-5.2,-0.1,0.33299999999999996,0.267,0.41700000000000004,0.40700000000000003,0.6920000000000001,0.0,4.45,0.2,0.2,0.4,0.45,0.15,0.05,0.5,0.65,1.55,0.45,1.35,0.2,0.75,0.25,0.6,0.45,0.65,40271000,10.051898388418465
3710,2002.0,Brevin Knight,5000000.0,1.0,26.0,MEM,53.0,11.0,14.9,0.48200000000000004,0.024,0.344,1.1,9.5,5.3,43.9,3.6,0.4,22.4,19.6,0.2,1.2,1.4,0.057999999999999996,-2.1,-1.2,-3.3,-0.4,0.42200000000000004,0.25,0.426,0.425,0.757,0.20754716981132076,21.71698113207547,0.20754716981132076,1.849056603773585,2.056603773584906,5.69811320754717,1.490566037735849,0.1320754716981132,2.0943396226415096,2.547169811320755,7.0,2.660377358490566,6.30188679245283,0.03773584905660377,0.1509433962264151,2.6226415094339623,6.150943396226415,1.6415094339622642,2.169811320754717,40271000,12.415882396761937
3712,2002.0,Brian Grant,11027862.0,4.0,29.0,MIA,72.0,72.0,12.7,0.508,0.003,0.195,8.8,20.9,14.9,10.5,1.2,1.1,15.6,16.6,1.1,3.7,4.8,0.10300000000000001,-1.9,2.2,0.3,1.3,0.469,0.0,0.47,0.469,0.8490000000000001,1.0,31.333333333333332,2.3333333333333335,5.652777777777778,7.986111111111111,1.9027777777777777,0.6666666666666666,0.4305555555555556,1.6944444444444444,3.2777777777777777,9.347222222222221,3.9722222222222223,8.472222222222221,0.0,0.027777777777777776,3.9722222222222223,8.444444444444445,1.4027777777777777,1.6527777777777777,40271000,27.384127535943982
3713,2002.0,Brian Scalabrine,512435.0,4.0,23.0,BRK,28.0,0.0,4.2,0.408,0.149,0.22399999999999998,4.6,15.2,9.9,10.5,1.6,0.5,24.6,15.1,-0.5,0.4,-0.1,-0.015,-6.5,0.5,-6.0,-0.3,0.34299999999999997,0.3,0.35100000000000003,0.366,0.733,0.0,10.357142857142858,0.42857142857142855,1.3928571428571428,1.8214285714285714,0.75,0.32142857142857145,0.07142857142857142,0.8571428571428571,1.3928571428571428,2.142857142857143,0.8214285714285714,2.392857142857143,0.10714285714285714,0.35714285714285715,0.7142857142857143,2.0357142857142856,0.39285714285714285,0.5357142857142857,40271000,1.2724665391969407
3714,2002.0,Brian Shaw,1030000.0,1.0,35.0,LAL,58.0,0.0,11.8,0.45799999999999996,0.509,0.15,3.4,16.1,9.8,20.2,2.1,0.3,14.8,15.4,0.3,0.9,1.2,0.08900000000000001,-1.1,0.2,-0.9,0.2,0.353,0.33,0.376,0.436,0.6920000000000001,0.0,10.879310344827585,0.3275862068965517,1.603448275862069,1.9310344827586208,1.5344827586206897,0.43103448275862066,0.05172413793103448,0.5517241379310345,0.7413793103448276,2.913793103448276,1.0517241379310345,2.9827586206896552,0.5,1.5172413793103448,0.5517241379310345,1.4655172413793103,0.3103448275862069,0.4482758620689655,40271000,2.557671773732959
3716,2002.0,Bruce Bowen,3550000.0,3.0,30.0,SAS,59.0,59.0,8.2,0.46799999999999997,0.37200000000000005,0.24100000000000002,2.9,7.9,5.5,8.1,1.9,1.0,13.0,13.9,-0.3,2.2,1.9,0.054000000000000006,-1.5,1.5,-0.1,0.8,0.389,0.37799999999999995,0.396,0.46,0.479,1.0,28.796610169491526,0.711864406779661,2.0338983050847457,2.7457627118644066,1.4915254237288136,1.0508474576271187,0.423728813559322,1.11864406779661,1.9661016949152543,6.983050847457627,2.6271186440677967,6.745762711864407,0.9491525423728814,2.5084745762711864,1.6779661016949152,4.237288135593221,0.7796610169491526,1.6271186440677967,40271000,8.815276501700977
3717,2002.0,Bruno Sundov,637435.0,5.0,21.0,IND,22.0,0.0,8.7,0.391,0.025,0.05,9.2,17.5,13.5,6.1,1.8,2.4,8.9,23.1,-0.2,0.1,0.0,-0.021,-6.1,-1.1,-7.2,-0.1,0.4,0.0,0.41,0.4,0.0,0.0,4.0,0.3181818181818182,0.6363636363636364,0.9545454545454546,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.7272727272727273,1.4545454545454546,0.7272727272727273,1.8181818181818181,0.0,0.045454545454545456,0.7272727272727273,1.7727272727272727,0.0,0.09090909090909091,40271000,1.5828635991159892
3718,2002.0,Bryant Stith,2000000.0,2.0,31.0,CLE,50.0,5.0,11.1,0.493,0.36200000000000004,0.27699999999999997,3.6,11.4,7.5,9.9,2.3,0.7,12.5,16.6,0.3,0.4,0.7,0.047,-1.4,-1.2,-2.7,-0.1,0.37200000000000005,0.353,0.38299999999999995,0.436,0.846,0.1,13.3,0.4,1.3,1.7,0.84,0.58,0.12,0.6,0.84,4.16,1.4,3.76,0.48,1.36,0.92,2.4,0.88,1.04,40271000,4.966352958704775
3719,2002.0,Bryce Drew,1300000.0,1.0,27.0,NOP,61.0,0.0,12.4,0.539,0.401,0.159,2.1,8.5,5.3,20.7,2.2,0.2,14.5,13.4,1.0,0.7,1.7,0.105,-0.4,-1.1,-1.5,0.1,0.429,0.425,0.431,0.514,0.7929999999999999,0.0,12.688524590163935,0.22950819672131148,0.9508196721311475,1.180327868852459,1.6557377049180328,0.5245901639344263,0.03278688524590164,0.5409836065573771,0.8032786885245902,3.442622950819672,1.278688524590164,2.9836065573770494,0.5081967213114754,1.1967213114754098,0.7704918032786885,1.7868852459016393,0.3770491803278688,0.47540983606557374,40271000,3.228129423158104
3720,2002.0,Bryon Russell,1400000.0,2.0,31.0,UTA,66.0,40.0,9.8,0.493,0.387,0.24,4.7,13.1,8.9,11.1,1.7,0.8,14.6,17.1,0.7,1.6,2.3,0.055,-0.6,-0.3,-0.9,0.5,0.38,0.341,0.405,0.446,0.821,0.6060606060606061,30.272727272727273,1.196969696969697,3.272727272727273,4.46969696969697,2.0606060606060606,0.9696969696969697,0.2878787878787879,1.6666666666666667,3.106060606060606,9.636363636363637,3.3636363636363638,8.848484848484848,1.1666666666666667,3.4242424242424243,2.196969696969697,5.424242424242424,1.7424242424242424,2.121212121212121,40271000,3.476447071093343
3722,2002.0,Calbert Cheaney,1000000.0,2.0,30.0,DEN,68.0,47.0,10.3,0.499,0.009000000000000001,0.14400000000000002,3.8,13.4,8.4,11.3,1.1,1.0,12.4,15.5,0.6,0.6,1.2,0.037000000000000005,-2.7,-0.4,-3.1,-0.4,0.48100000000000004,0.0,0.485,0.48100000000000004,0.687,0.6911764705882353,23.985294117647058,0.8382352941176471,2.6911764705882355,3.5294117647058822,1.6176470588235294,0.5,0.3088235294117647,1.0294117647058822,2.2941176470588234,7.264705882352941,3.2941176470588234,6.852941176470588,0.0,0.058823529411764705,3.2941176470588234,6.794117647058823,0.6764705882352942,0.9852941176470589,40271000,2.4831764793523874
3725,2002.0,Carlos Arroyo,546000.0,1.0,22.0,TOR,17.0,0.0,11.9,0.474,0.0,0.207,3.5,11.1,7.2,36.3,3.4,0.0,27.5,20.7,-0.1,0.1,0.0,0.018000000000000002,-4.0,-0.8,-4.7,-0.1,0.44799999999999995,0.0,0.44799999999999995,0.44799999999999995,0.667,0.0,5.647058823529412,0.17647058823529413,0.5294117647058824,0.7058823529411765,1.2352941176470589,0.35294117647058826,0.0,0.7058823529411765,0.7058823529411765,1.7647058823529411,0.7647058823529411,1.7058823529411764,0.0,0.0,0.7647058823529411,1.7058823529411764,0.23529411764705882,0.35294117647058826,40271000,1.3558143577264037
3726,2002.0,Carlos Arroyo,546000.0,1.0,22.0,DEN,20.0,1.0,12.6,0.46399999999999997,0.024,0.146,3.6,8.3,5.8,29.5,1.0,0.3,11.2,16.0,0.3,0.0,0.3,0.057,-1.8,-3.0,-4.8,-0.2,0.439,0.0,0.45,0.439,0.75,0.05,13.75,0.45,0.95,1.4,2.45,0.25,0.05,0.55,0.9,4.05,1.8,4.1,0.0,0.1,1.8,4.0,0.45,0.6,40271000,1.3558143577264037
3729,2002.0,Charles Oakley,1030000.0,4.0,38.0,CHI,57.0,36.0,6.6,0.392,0.023,0.106,5.9,23.5,14.5,12.9,1.9,0.6,24.0,12.1,-1.8,1.3,-0.5,-0.016,-5.4,1.8,-3.6,-0.6,0.369,0.16699999999999998,0.374,0.371,0.75,0.631578947368421,24.263157894736842,1.263157894736842,4.754385964912281,6.017543859649122,2.0,0.8596491228070176,0.19298245614035087,1.5263157894736843,3.0701754385964914,3.789473684210526,1.7017543859649122,4.614035087719298,0.017543859649122806,0.10526315789473684,1.6842105263157894,4.508771929824562,0.3684210526315789,0.49122807017543857,40271000,2.557671773732959
3730,2002.0,Charles Smith,637435.0,2.0,26.0,SAS,60.0,22.0,13.2,0.483,0.306,0.152,3.5,9.7,6.7,12.2,2.4,2.7,11.4,21.0,0.1,1.9,2.0,0.085,-1.0,1.3,0.3,0.7,0.425,0.267,0.495,0.466,0.6459999999999999,0.36666666666666664,19.016666666666666,0.5666666666666667,1.65,2.216666666666667,1.3333333333333333,0.8666666666666667,0.7333333333333333,0.9833333333333333,1.9,7.35,3.033333333333333,7.133333333333334,0.5833333333333334,2.183333333333333,2.45,4.95,0.7,1.0833333333333333,40271000,1.5828635991159892
3734,2002.0,Charlie Ward,5570000.0,1.0,31.0,NYK,63.0,0.0,14.5,0.496,0.541,0.191,1.6,12.3,7.0,31.7,3.4,1.0,18.6,17.8,0.6,1.3,1.9,0.087,0.3,0.6,0.9,0.8,0.373,0.32299999999999995,0.43200000000000005,0.46,0.81,0.0,16.793650793650794,0.23809523809523808,1.7777777777777777,2.015873015873016,3.2222222222222223,1.0793650793650793,0.2222222222222222,1.1904761904761905,1.5873015873015872,5.174603174603175,1.7936507936507937,4.809523809523809,0.8412698412698413,2.6031746031746033,0.9523809523809523,2.2063492063492065,0.746031746031746,0.9206349206349206,40271000,13.8312929899928
3735,2002.0,Chauncey Billups,4546000.0,1.0,25.0,MIN,82.0,54.0,17.6,0.555,0.38299999999999995,0.284,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,6.1,1.5,7.6,0.156,3.5,-2.0,1.5,2.1,0.423,0.39399999999999996,0.441,0.498,0.885,0.6585365853658537,28.71951219512195,0.4268292682926829,2.3292682926829267,2.7560975609756095,5.487804878048781,0.8048780487804879,0.2073170731707317,1.6829268292682926,2.0609756097560976,12.524390243902438,4.2439024390243905,10.036585365853659,1.5121951219512195,3.841463414634146,2.731707317073171,6.195121951219512,2.524390243902439,2.8536585365853657,40271000,11.288520275135953
3736,2002.0,Cherokee Parks,824935.0,5.0,29.0,SAS,42.0,1.0,7.6,0.364,0.0,0.096,12.2,16.2,14.3,7.1,1.6,2.4,13.9,20.0,-0.4,0.4,0.0,-0.005,-6.0,0.7,-5.3,-0.2,0.361,0.0,0.361,0.361,0.375,0.023809523809523808,5.571428571428571,0.5714285714285714,0.8095238095238095,1.380952380952381,0.23809523809523808,0.16666666666666666,0.19047619047619047,0.3333333333333333,0.8095238095238095,1.5,0.7142857142857143,1.9761904761904763,0.0,0.0,0.7142857142857143,1.9761904761904763,0.07142857142857142,0.19047619047619047,40271000,2.0484591889945616
3737,2002.0,Chris Andersen,512435.0,5.0,23.0,DEN,24.0,1.0,13.8,0.41700000000000004,0.054000000000000006,0.37799999999999995,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17.0,0.0,0.3,0.3,0.057999999999999996,-4.1,2.2,-1.9,0.0,0.33799999999999997,0.0,0.35700000000000004,0.33799999999999997,0.7859999999999999,0.041666666666666664,10.916666666666666,1.5833333333333333,1.5833333333333333,3.1666666666666665,0.2916666666666667,0.2916666666666667,1.1666666666666667,0.5416666666666666,1.4583333333333333,3.0,1.0416666666666667,3.0833333333333335,0.0,0.16666666666666666,1.0416666666666667,2.9166666666666665,0.9166666666666666,1.1666666666666667,40271000,1.2724665391969407
3738,2002.0,Chris Childs,1750000.0,1.0,34.0,TOR,69.0,4.0,8.8,0.435,0.405,0.24,1.3,10.2,5.6,32.9,1.9,0.2,27.3,13.0,-0.4,1.5,1.1,0.033,-3.3,-1.5,-4.7,-1.1,0.32799999999999996,0.275,0.364,0.38299999999999995,0.8170000000000001,0.057971014492753624,22.840579710144926,0.2608695652173913,1.9710144927536233,2.2318840579710146,5.086956521739131,0.8115942028985508,0.07246376811594203,1.7826086956521738,2.5652173913043477,4.130434782608695,1.4057971014492754,4.2898550724637685,0.4782608695652174,1.7391304347826086,0.927536231884058,2.550724637681159,0.8405797101449275,1.0289855072463767,40271000,4.345558838866678
3740,2002.0,Chris Dudley,1030000.0,5.0,36.0,POR,43.0,2.0,7.1,0.424,0.04,0.3,9.6,19.3,14.4,5.7,0.5,3.3,19.8,9.9,-0.1,0.4,0.3,0.042,-4.9,1.2,-3.7,-0.1,0.4,0.0,0.41700000000000004,0.4,0.5329999999999999,0.046511627906976744,7.604651162790698,0.627906976744186,1.2325581395348837,1.8604651162790697,0.3023255813953488,0.06976744186046512,0.32558139534883723,0.32558139534883723,0.9767441860465116,1.1162790697674418,0.46511627906976744,1.1627906976744187,0.0,0.046511627906976744,0.46511627906976744,1.1162790697674418,0.18604651162790697,0.3488372093023256,40271000,2.557671773732959
3742,2002.0,Chris Mihm,2212200.0,5.0,22.0,CLE,74.0,60.0,10.0,0.47,0.013000000000000001,0.34,9.5,18.2,13.9,2.4,0.6,3.9,13.8,19.4,-0.5,1.1,0.7,0.019,-4.7,-1.4,-6.1,-1.7,0.42,0.429,0.42,0.423,0.693,0.8108108108108109,22.41891891891892,1.7972972972972974,3.5,5.297297297297297,0.32432432432432434,0.24324324324324326,1.2027027027027026,1.3108108108108107,3.5135135135135136,7.6891891891891895,2.9864864864864864,7.108108108108108,0.04054054054054054,0.0945945945945946,2.945945945945946,7.013513513513513,1.6756756756756757,2.418918918918919,40271000,5.493283007623352
3743,2002.0,Chris Mills,6000000.0,3.0,32.0,GSW,66.0,0.0,12.3,0.516,0.297,0.251,4.3,12.4,8.2,9.5,1.3,0.7,10.6,18.0,1.6,0.3,1.9,0.07400000000000001,-0.4,-2.2,-2.6,-0.2,0.41700000000000004,0.37799999999999995,0.433,0.473,0.794,0.0,18.742424242424242,0.7727272727272727,2.106060606060606,2.878787878787879,1.0909090909090908,0.4696969696969697,0.19696969696969696,0.8484848484848485,1.8181818181818181,7.409090909090909,2.696969696969697,6.46969696969697,0.7272727272727273,1.9242424242424243,1.9696969696969697,4.545454545454546,1.2878787878787878,1.621212121212121,40271000,14.899058876114326
3744,2002.0,Chris Webber,14343750.0,4.0,28.0,SAC,54.0,54.0,24.4,0.54,0.018000000000000002,0.314,7.9,20.1,14.1,21.9,2.2,2.4,11.4,29.0,4.8,3.9,8.6,0.2,3.3,2.9,6.2,4.3,0.495,0.263,0.499,0.49700000000000005,0.7490000000000001,1.0,38.351851851851855,2.7777777777777777,7.333333333333333,10.11111111111111,4.777777777777778,1.6666666666666667,1.4074074074074074,2.925925925925926,3.3518518518518516,24.48148148148148,9.851851851851851,19.90740740740741,0.09259259259259259,0.35185185185185186,9.75925925925926,19.555555555555557,4.685185185185185,6.2592592592592595,40271000,35.61806262571081
3745,2002.0,Chris Whitney,3000000.0,1.0,30.0,WAS,82.0,81.0,15.6,0.568,0.49200000000000005,0.267,0.6,7.6,4.1,23.4,1.8,0.2,10.4,17.4,5.4,1.1,6.5,0.14300000000000002,3.3,-2.3,1.0,1.7,0.418,0.406,0.429,0.518,0.88,0.9878048780487805,26.475609756097562,0.13414634146341464,1.7195121951219512,1.853658536585366,3.8292682926829267,0.8780487804878049,0.07317073170731707,1.0365853658536586,2.2195121951219514,10.158536585365853,3.341463414634146,8.0,1.5975609756097562,3.9390243902439024,1.7439024390243902,4.060975609756097,1.8780487804878048,2.1341463414634148,40271000,7.449529438057163
3746,2002.0,Christian Laettner,5062500.0,4.0,32.0,WAS,57.0,48.0,13.7,0.511,0.027999999999999997,0.21,5.9,18.5,12.1,16.7,2.3,1.3,17.7,15.4,0.9,1.6,2.6,0.086,-0.9,2.1,1.2,1.2,0.46399999999999997,0.2,0.47200000000000003,0.467,0.868,0.8421052631578947,25.280701754385966,1.2982456140350878,3.982456140350877,5.280701754385965,2.6491228070175437,1.0526315789473684,0.43859649122807015,1.4912280701754386,2.263157894736842,7.087719298245614,2.9473684210526314,6.350877192982456,0.03508771929824561,0.17543859649122806,2.912280701754386,6.175438596491228,1.1578947368421053,1.3333333333333333,40271000,12.571080926721462
3747,2002.0,Chucky Atkins,3600000.0,1.0,27.0,DET,79.0,62.0,14.5,0.568,0.425,0.152,1.6,6.5,4.1,20.5,1.7,0.3,13.2,20.0,3.3,1.8,5.1,0.107,2.0,-2.0,-0.1,1.1,0.466,0.41100000000000003,0.507,0.5529999999999999,0.6920000000000001,0.7848101265822784,28.924050632911392,0.3924050632911392,1.6075949367088607,2.0,3.329113924050633,0.9113924050632911,0.13924050632911392,1.620253164556962,2.240506329113924,12.113924050632912,4.658227848101266,10.0,1.7468354430379747,4.253164556962025,2.911392405063291,5.746835443037975,1.0506329113924051,1.518987341772152,40271000,8.939435325668594
3749,2002.0,Clarence Weatherspoon,4991800.0,4.0,31.0,NYK,56.0,41.0,13.3,0.478,0.0,0.32299999999999995,10.0,20.9,15.4,5.8,1.1,2.1,8.3,15.2,1.6,1.9,3.5,0.09699999999999999,-2.1,1.4,-0.8,0.5,0.418,0.0,0.418,0.418,0.795,0.7321428571428571,30.857142857142858,2.6607142857142856,5.553571428571429,8.214285714285714,1.0714285714285714,0.6607142857142857,0.8571428571428571,0.8392857142857143,2.357142857142857,8.821428571428571,3.375,8.071428571428571,0.0,0.0,3.375,8.071428571428571,2.0714285714285716,2.607142857142857,40271000,12.395520349631248
3750,2002.0,Clifford Robinson,8421875.0,4.0,35.0,DET,80.0,80.0,13.5,0.503,0.284,0.193,3.3,12.6,8.0,12.5,1.7,2.4,11.5,21.6,0.8,3.5,4.3,0.073,-0.5,0.7,0.2,1.6,0.425,0.37799999999999995,0.44299999999999995,0.478,0.6940000000000001,1.0,35.6875,0.9875,3.8375,4.825,2.525,1.1125,1.1875,1.8875,3.0375,14.575,5.675,13.3625,1.4375,3.8,4.2375,9.5625,1.7875,2.575,40271000,20.91300191204589
3751,2002.0,Corey Maggette,2069764.0,2.0,22.0,LAC,63.0,52.0,14.3,0.56,0.262,0.474,3.8,12.3,8.1,11.5,1.4,0.8,15.3,21.1,2.3,1.0,3.3,0.099,0.5,-1.2,-0.6,0.6,0.44299999999999995,0.331,0.483,0.48700000000000004,0.8009999999999999,0.8253968253968254,25.634920634920636,0.8571428571428571,2.8095238095238093,3.6666666666666665,1.7777777777777777,0.6507936507936508,0.30158730158730157,1.8412698412698412,2.4603174603174605,11.380952380952381,3.7301587301587302,8.412698412698413,0.7301587301587301,2.2063492063492065,3.0,6.2063492063492065,3.1904761904761907,3.984126984126984,40271000,5.139589282610315
3752,2002.0,Corie Blount,1400000.0,4.0,33.0,PHI,72.0,21.0,10.2,0.478,0.004,0.179,12.0,17.2,14.6,4.9,1.9,1.4,16.1,10.4,0.7,2.4,3.1,0.10400000000000001,-2.5,2.0,-0.5,0.6,0.45799999999999996,0.0,0.46,0.45799999999999996,0.644,0.2916666666666667,19.805555555555557,2.0694444444444446,3.0416666666666665,5.111111111111111,0.6111111111111112,0.6805555555555556,0.3611111111111111,0.7222222222222222,2.4444444444444446,3.5972222222222223,1.5972222222222223,3.486111111111111,0.0,0.013888888888888888,1.5972222222222223,3.4722222222222223,0.4027777777777778,0.625,40271000,3.476447071093343
3753,2002.0,Corliss Williamson,4500000.0,3.0,28.0,DET,78.0,7.0,20.0,0.5670000000000001,0.006,0.37,8.2,13.9,11.1,11.5,1.5,1.1,12.8,29.8,3.2,1.9,5.1,0.14400000000000002,0.4,-1.8,-1.3,0.3,0.51,0.2,0.512,0.511,0.805,0.08974358974358974,21.807692307692307,1.5,2.58974358974359,4.089743589743589,1.205128205128205,0.6282051282051282,0.3333333333333333,1.7564102564102564,2.8974358974358974,13.628205128205128,5.269230769230769,10.333333333333334,0.01282051282051282,0.0641025641025641,5.256410256410256,10.26923076923077,3.076923076923077,3.8205128205128207,40271000,11.174294157085745
3754,2002.0,Courtney Alexander,1517280.0,2.0,24.0,WAS,56.0,28.0,13.6,0.521,0.038,0.255,3.7,9.3,6.5,11.3,1.4,0.4,10.2,20.4,1.6,0.6,2.2,0.08,-0.5,-1.6,-2.1,0.0,0.47,0.278,0.478,0.47600000000000003,0.81,0.5,23.660714285714285,0.7678571428571429,1.875,2.642857142857143,1.5357142857142858,0.625,0.125,1.0714285714285714,2.017857142857143,9.803571428571429,3.982142857142857,8.464285714285714,0.08928571428571429,0.32142857142857145,3.892857142857143,8.142857142857142,1.75,2.1607142857142856,40271000,3.7676740085917904
3756,2002.0,Dale Davis,8055000.0,5.0,32.0,POR,78.0,77.0,16.6,0.551,0.0,0.366,12.4,20.7,16.5,6.2,1.4,2.6,8.4,13.7,5.4,3.1,8.5,0.168,0.6,1.8,2.4,2.7,0.51,0.0,0.51,0.51,0.708,0.9871794871794872,31.371794871794872,3.358974358974359,5.461538461538462,8.820512820512821,1.2307692307692308,0.7948717948717948,1.064102564102564,0.7948717948717948,2.4743589743589745,9.512820512820513,3.7948717948717947,7.435897435897436,0.0,0.0,3.7948717948717947,7.435897435897436,1.9230769230769231,2.717948717948718,40271000,20.00198654118348
3757,2002.0,Dalibor Bagaric,830947.0,5.0,21.0,CHI,50.0,0.0,8.6,0.44299999999999995,0.006,0.39299999999999996,9.8,20.1,14.8,6.0,1.4,2.8,18.1,18.4,-0.7,0.6,-0.1,-0.011000000000000001,-5.8,-0.3,-6.1,-0.7,0.40399999999999997,0.0,0.40700000000000003,0.40399999999999997,0.586,0.0,12.76,1.1,2.14,3.24,0.46,0.34,0.48,0.92,2.16,3.7,1.44,3.56,0.0,0.02,1.44,3.54,0.82,1.4,40271000,2.0633880459884284
3758,2002.0,Damon Jones,637435.0,1.0,25.0,DET,67.0,0.0,11.2,0.5479999999999999,0.655,0.20800000000000002,1.4,9.7,5.6,20.9,1.1,0.1,16.4,16.1,1.1,0.8,1.9,0.084,0.1,-2.4,-2.3,-0.1,0.401,0.371,0.45899999999999996,0.523,0.7290000000000001,0.0,16.16417910447761,0.19402985074626866,1.3432835820895523,1.537313432835821,2.08955223880597,0.34328358208955223,0.014925373134328358,0.9104477611940298,1.2388059701492538,5.074626865671642,1.7014925373134329,4.2388059701492535,1.0298507462686568,2.7761194029850746,0.6716417910447762,1.462686567164179,0.6417910447761194,0.8805970149253731,40271000,1.5828635991159892
3759,2002.0,Damon Stoudamire,12375000.0,1.0,28.0,POR,75.0,71.0,14.7,0.506,0.321,0.214,3.2,9.1,6.1,28.0,1.3,0.2,12.9,18.8,4.9,1.7,6.6,0.113,1.9,-1.3,0.6,1.8,0.402,0.353,0.425,0.45899999999999996,0.888,0.9466666666666667,37.28,1.04,2.8533333333333335,3.8933333333333335,6.533333333333333,0.8933333333333333,0.09333333333333334,1.9866666666666666,2.04,13.546666666666667,4.92,12.24,1.3866666666666667,3.933333333333333,3.533333333333333,8.306666666666667,2.32,2.6133333333333333,40271000,30.729308931985795
